STATION,DATE,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2010-09-18,,69,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-19,,75,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-20,,73,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-21,,71,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-22,,83,61,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-09-23,,77,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-09-24,,80,59,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
USW00014765,2010-09-25,,88,66,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
USW00014765,2010-09-26,,73,60,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-09-27,,65,60,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-09-28,,77,64,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-09-29,,82,66,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-09-30,,79,67,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,
USW00014765,2010-10-01,,79,58,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-10-02,,68,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-03,,60,47,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-04,,63,53,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-05,,61,56,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-06,,62,49,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-07,,67,48,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-08,,73,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-09,,68,44,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-10,,67,40,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-11,,71,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-12,,67,48,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-13,,64,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-14,,63,42,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-10-15,,58,48,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-16,,60,46,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-17,,67,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-18,,62,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-19,,61,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-20,,63,43,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-10-21,,62,39,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-10-22,,51,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-23,,61,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-24,,53,45,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-25,,69,50,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,
USW00014765,2010-10-26,,75,62,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-27,,71,67,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-10-28,,77,55,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-10-29,,59,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-30,,58,39,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-10-31,,60,38,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-01,,51,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-02,,50,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-03,,52,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-04,,54,37,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-05,,62,46,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-06,,52,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-07,,46,39,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2010-11-08,,48,35,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2010-11-09,,56,47,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-10,,50,44,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-11-11,,51,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-12,,61,40,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-13,,66,40,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-14,,59,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-15,,57,44,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-16,,56,48,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2010-11-17,,64,50,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-11-18,,54,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-19,,46,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-20,,53,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-21,,42,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-22,,60,37,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2010-11-23,,64,45,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2010-11-24,,50,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-25,,42,28,,,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2010-11-26,,54,29,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-11-27,,43,28,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-11-28,,44,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-29,,48,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-11-30,,48,28,1.0,,,,,,,,,,,,1.0,,,,,,,
USW00014765,2010-12-01,,58,44,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-12-02,,45,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-03,,40,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-04,,41,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-05,,36,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-06,,33,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-07,,37,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-08,,32,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-09,,28,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-10,,28,11,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-11,,48,24,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2010-12-12,,55,27,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,
USW00014765,2010-12-13,,56,31,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2010-12-14,,31,20,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-15,,24,15,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-16,,34,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-17,,36,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-18,,39,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-19,,36,22,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2010-12-20,,32,26,1.0,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,
USW00014765,2010-12-21,,41,26,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2010-12-22,,42,31,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,
USW00014765,2010-12-23,,38,31,,,,,,,,1.0,,,,,,,1.0,,1.0,,,
USW00014765,2010-12-24,,39,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-25,,33,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-26,,28,23,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0
USW00014765,2010-12-27,,31,20,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0
USW00014765,2010-12-28,,34,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-29,,37,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-30,,42,21,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2010-12-31,,51,22,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,
USW00014765,2011-01-01,,54,29,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-01-02,,50,35,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2011-01-03,,35,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-04,,39,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-05,,40,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-06,,33,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-07,,36,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-08,,33,28,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-09,,34,25,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-10,,34,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-11,,32,19,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-01-12,,33,25,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
USW00014765,2011-01-13,,32,17,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-01-14,,25,12,,,,,,,,,,,,,,,,,1.0,1.0,,
USW00014765,2011-01-15,,34,5,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2011-01-16,,34,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-17,,22,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-18,,39,19,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-01-19,,41,33,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-01-20,,33,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-21,,31,20,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0
USW00014765,2011-01-22,,24,11,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-23,,23,3,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-24,,16,-2,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-01-25,,33,10,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-26,,34,12,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-01-27,,34,22,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,1.0
USW00014765,2011-01-28,,34,13,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-29,,37,22,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,
USW00014765,2011-01-30,,37,16,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-01-31,,28,14,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-01,,23,16,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,
USW00014765,2011-02-02,,35,21,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-02-03,,26,13,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-02-04,,34,12,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-05,,48,15,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
USW00014765,2011-02-06,,44,31,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-02-07,,39,27,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,
USW00014765,2011-02-08,,38,17,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2011-02-09,,29,12,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-10,,27,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-11,,30,6,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-12,,39,11,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-02-13,,40,21,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-02-14,,52,37,,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-02-15,,37,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-16,,39,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-17,,52,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-18,,60,34,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-02-19,,46,18,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2011-02-20,,38,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-21,,30,17,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-02-22,,38,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-23,,43,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-02-24,,41,16,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2011-02-25,,52,30,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2011-02-26,,38,28,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-02-27,,35,24,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-02-28,,51,25,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,
USW00014765,2011-03-01,,41,26,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-02,,48,24,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-03-03,,30,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-04,,35,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-05,,56,34,,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-03-06,,63,45,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-03-07,,53,29,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-03-08,,46,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-09,,42,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-10,,46,35,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-03-11,,52,38,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-03-12,,54,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-13,,53,34,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-03-14,,41,28,,,,,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-03-15,,42,27,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-16,,49,33,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-03-17,,57,31,1.0,,,,,,,,,,,1.0,,,,,,,1.0,
USW00014765,2011-03-18,,73,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-19,,53,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-20,,46,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-21,,39,33,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2011-03-22,,46,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-23,,41,32,,,,1.0,,,,,,,,,1.0,,,,1.0,,,
USW00014765,2011-03-24,,42,30,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2011-03-25,,45,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-26,,41,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-27,,45,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-28,,48,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-29,,51,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-30,,54,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-03-31,,48,32,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,
USW00014765,2011-04-01,,42,33,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,
USW00014765,2011-04-02,,55,37,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-04-03,,56,37,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-04-04,,50,36,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-04-05,,60,39,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-04-06,,55,34,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-04-07,,53,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-04-08,,53,29,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2011-04-09,,54,30,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-04-10,,56,31,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-04-11,,62,46,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-04-12,,60,45,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-04-13,,50,44,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-04-14,,66,43,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-04-15,,51,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-04-16,,50,31,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-04-17,,63,45,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-04-18,,62,39,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-04-19,,54,42,,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-04-20,,54,41,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2011-04-21,,57,39,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-04-22,,54,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-04-23,,53,43,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-04-24,,78,50,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2011-04-25,,68,51,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-04-26,,75,50,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,
USW00014765,2011-04-27,,73,59,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-04-28,,65,59,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-04-29,,73,53,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-04-30,,62,46,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-01,,61,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-02,,68,39,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-03,,63,49,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-05-04,,64,47,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-05,,58,41,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-06,,68,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-07,,68,48,,,1.0,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-05-08,,67,50,,,,,,,,,,,,,1.0,,,,,,,
USW00014765,2011-05-09,,69,51,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-10,,58,49,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-11,,64,48,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-12,,60,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-13,,70,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-14,,58,45,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-05-15,,64,50,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-16,,52,47,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-17,,53,48,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-18,,63,50,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-05-19,,70,54,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-20,,70,54,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,
USW00014765,2011-05-21,,73,51,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-05-22,,59,49,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2011-05-23,,64,49,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-05-24,,78,63,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2011-05-25,,78,57,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-05-26,,73,55,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,
USW00014765,2011-05-27,,80,60,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,
USW00014765,2011-05-28,,77,63,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
USW00014765,2011-05-29,,81,63,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-05-30,,86,66,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-05-31,,83,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-01,,80,61,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-06-02,,76,54,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-06-03,,71,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-04,,73,49,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-05,,69,46,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-06-06,,78,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-07,,87,54,1.0,,,,,,,,,,,,,,,,,,1.0,
USW00014765,2011-06-08,,92,64,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,
USW00014765,2011-06-09,,89,67,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,
USW00014765,2011-06-10,,81,63,,,,,,,,1.0,,,,,,,1.0,,,,,
USW00014765,2011-06-11,,64,55,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-06-12,,60,53,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-06-13,,68,54,,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-06-14,,64,54,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-06-15,,75,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-16,,86,53,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-17,,70,63,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-06-18,,84,63,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-06-19,,80,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-20,,81,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-21,,82,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-22,,71,66,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-06-23,,69,60,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-06-24,,69,59,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-06-25,,74,57,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2011-06-26,,76,63,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-06-27,,82,65,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-06-28,,80,65,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-06-29,,84,67,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-06-30,,82,61,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-07-01,,80,57,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-02,,81,63,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-07-03,,80,66,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2011-07-04,,87,67,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-05,,89,68,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-07-06,,90,67,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2011-07-07,,89,70,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-08,,77,68,1.0,,1.0,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-09,,86,67,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-10,,82,60,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-07-11,,89,65,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-12,,92,73,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2011-07-13,,87,66,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-07-14,,76,63,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-15,,84,60,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-16,,84,61,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2011-07-17,,89,66,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-07-18,,89,72,1.0,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-07-19,,89,70,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-20,,89,65,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-21,,91,71,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-22,,101,76,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2011-07-23,,88,71,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2011-07-24,,84,69,,,1.0,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-25,,73,64,1.0,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2011-07-26,,79,65,1.0,,1.0,,,,,,,,,,,,1.0,,,,,
USW00014765,2011-07-27,,84,64,,,,,,,,,,,,,,,,,,,,
USW00014765,2011-07-28,,84,67,1.0,,,,,,,,,,,1.0,,,,,,,,
